1, none, biomesoplenty:origin_valley, MONSTER, alexsmobs:centipede_head,10,1,1
735, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:komodo_dragon,10,1,2
736, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:rattlesnake,12,1,2
737, mesa, minecraft:wooded_badlands_plateau, CREATURE, alexsmobs:roadrunner,15,2,2
738, mesa, minecraft:wooded_badlands_plateau, CREATURE, cnb:lizard,50,1,1
739, mesa, minecraft:wooded_badlands_plateau, AMBIENT, alexsmobs:cockroach,10,5,5
740, mesa, minecraft:wooded_badlands_plateau, AMBIENT, minecraft:bat,10,8,8
741, forest, biomesoplenty:rainbow_hills, MONSTER, alexsmobs:centipede_head,10,1,1
742, forest, biomesoplenty:rainbow_hills, MONSTER, lurkermod:lurker,35,1,1
743, forest, biomesoplenty:rainbow_hills, MONSTER, quark:stoneling,50,1,1
744, forest, biomesoplenty:rainbow_hills, MONSTER, quark:toretoise,50,1,1
745, forest, biomesoplenty:rainbow_hills, CREATURE, alexsmobs:crow,10,3,5
746, forest, biomesoplenty:rainbow_hills, CREATURE, alexsmobs:fly,10,2,3
747, forest, biomesoplenty:rainbow_hills, CREATURE, alexsmobs:grizzly_bear,10,2,3
748, forest, biomesoplenty:rainbow_hills, CREATURE, alexsmobs:raccoon,10,2,4
749, forest, biomesoplenty:rainbow_hills, CREATURE, minecraft:chicken,10,4,4
750, forest, biomesoplenty:rainbow_hills, CREATURE, minecraft:fox,10,2,4
751, forest, biomesoplenty:rainbow_hills, CREATURE, minecraft:pig,10,4,4
752, forest, biomesoplenty:rainbow_hills, AMBIENT, alexsmobs:cockroach,10,5,5
753, forest, biomesoplenty:rainbow_hills, AMBIENT, minecraft:bat,10,8,8
754, the_end, betterendforge:blossoming_spires, MONSTER, lurkermod:lurker,10,1,1
755, the_end, betterendforge:blossoming_spires, MONSTER, minecraft:enderman,35,1,4
756, the_end, betterendforge:blossoming_spires, MONSTER, outer_end:purpur_golem,10,1,1
757, plains, minecraft:sunflower_plains, MONSTER, alexsmobs:centipede_head,10,1,1
758, plains, minecraft:sunflower_plains, MONSTER, lurkermod:lurker,35,1,1
759, plains, minecraft:sunflower_plains, MONSTER, minecraft:creeper,50,4,4
760, plains, minecraft:sunflower_plains, MONSTER, minecraft:enderman,10,1,4
761, plains, minecraft:sunflower_plains, MONSTER, minecraft:skeleton,50,4,4
762, plains, minecraft:sunflower_plains, MONSTER, minecraft:slime,50,4,4
763, plains, minecraft:sunflower_plains, MONSTER, minecraft:spider,50,4,4
764, plains, minecraft:sunflower_plains, MONSTER, minecraft:witch,10,1,1
765, plains, minecraft:sunflower_plains, MONSTER, minecraft:zombie,50,4,4
766, plains, minecraft:sunflower_plains, MONSTER, minecraft:zombie_villager,10,1,1
767, plains, minecraft:sunflower_plains, MONSTER, quark:stoneling,50,1,1
768, plains, minecraft:sunflower_plains, MONSTER, quark:toretoise,50,1,1
769, plains, minecraft:sunflower_plains, CREATURE, alexsmobs:crow,10,3,5
770, plains, minecraft:sunflower_plains, CREATURE, alexsmobs:fly,10,2,3
771, plains, minecraft:sunflower_plains, CREATURE, alexsmobs:hummingbird,39,7,7
772, plains, minecraft:sunflower_plains, CREATURE, alexsmobs:raccoon,10,2,4
773, plains, minecraft:sunflower_plains, CREATURE, minecraft:cow,10,4,4
774, plains, minecraft:sunflower_plains, CREATURE, minecraft:donkey,10,1,3
775, plains, minecraft:sunflower_plains, CREATURE, minecraft:horse,10,2,6
776, plains, minecraft:sunflower_plains, CREATURE, minecraft:sheep,12,4,4
777, plains, minecraft:sunflower_plains, AMBIENT, alexsmobs:cockroach,10,5,5
778, plains, minecraft:sunflower_plains, AMBIENT, minecraft:bat,10,8,8
779, plains, minecraft:sunflower_plains, AMBIENT, supplementaries:firefly,10,5,9
780, jungle, minecraft:jungle_edge, MONSTER, alexsmobs:centipede_head,10,1,1
781, jungle, minecraft:jungle_edge, MONSTER, lurkermod:lurker,35,1,1
782, jungle, minecraft:jungle_edge, MONSTER, minecraft:creeper,50,4,4
783, jungle, minecraft:jungle_edge, MONSTER, minecraft:enderman,10,1,4
784, jungle, minecraft:jungle_edge, MONSTER, minecraft:skeleton,50,4,4
785, jungle, minecraft:jungle_edge, MONSTER, minecraft:slime,50,4,4
786, jungle, minecraft:jungle_edge, MONSTER, minecraft:spider,50,4,4
787, jungle, minecraft:jungle_edge, MONSTER, minecraft:witch,10,1,1
788, jungle, minecraft:jungle_edge, MONSTER, minecraft:zombie,50,4,4
789, jungle, minecraft:jungle_edge, MONSTER, minecraft:zombie_villager,10,1,1
790, jungle, minecraft:jungle_edge, MONSTER, quark:stoneling,50,1,1
791, jungle, minecraft:jungle_edge, MONSTER, quark:toretoise,50,1,1
792, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:capuchin_monkey,55,9,12
793, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:crow,10,3,5
794, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:fly,10,2,3
795, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:gorilla,35,7,7
796, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:grizzly_bear,10,2,3
797, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:hummingbird,39,7,7
798, jungle, minecraft:jungle_edge, CREATURE, alexsmobs:raccoon,10,2,4
799, jungle, minecraft:jungle_edge, AMBIENT, alexsmobs:cockroach,10,5,5
800, jungle, minecraft:jungle_edge, AMBIENT, minecraft:bat,10,8,8
801, extreme_hills, biomesoplenty:highland_crag, MONSTER, alexsmobs:centipede_head,10,1,1
802, extreme_hills, biomesoplenty:highland_crag, MONSTER, lurkermod:lurker,35,1,1
803, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:creeper,50,4,4
804, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:enderman,10,1,4
805, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:skeleton,50,4,4
806, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:slime,50,4,4
807, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:spider,50,4,4
808, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:witch,10,1,1
809, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:zombie,50,4,4
810, extreme_hills, biomesoplenty:highland_crag, MONSTER, minecraft:zombie_villager,10,1,1
811, extreme_hills, biomesoplenty:highland_crag, MONSTER, quark:stoneling,50,1,1
812, extreme_hills, biomesoplenty:highland_crag, MONSTER, quark:toretoise,50,1,1
813, extreme_hills, biomesoplenty:highland_crag, MONSTER, savageandravage:iceologer,10,1,1
814, extreme_hills, biomesoplenty:highland_crag, CREATURE, alexsmobs:fly,10,2,3
815, extreme_hills, biomesoplenty:highland_crag, CREATURE, alexsmobs:sunbird,10,1,1
816, extreme_hills, biomesoplenty:highland_crag, CREATURE, minecraft:llama,10,4,6
817, extreme_hills, biomesoplenty:highland_crag, AMBIENT, alexsmobs:cockroach,10,5,5
818, extreme_hills, biomesoplenty:highland_crag, AMBIENT, minecraft:bat,10,8,8
819, jungle, biomesoplenty:fungal_field, MONSTER, lurkermod:lurker,35,1,1
820, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:creeper,50,4,4
821, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:enderman,10,1,4
822, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:skeleton,50,4,4
823, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:slime,50,4,4
824, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:spider,50,4,4
825, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:witch,10,1,1
826, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:zombie,50,4,4
827, jungle, biomesoplenty:fungal_field, MONSTER, minecraft:zombie_villager,10,1,1
828, jungle, biomesoplenty:fungal_field, MONSTER, quark:stoneling,50,1,1
829, jungle, biomesoplenty:fungal_field, MONSTER, quark:toretoise,50,1,1
830, jungle, biomesoplenty:fungal_field, CREATURE, alexsmobs:capuchin_monkey,55,9,12
831, jungle, biomesoplenty:fungal_field, CREATURE, alexsmobs:crow,10,3,5
832, jungle, biomesoplenty:fungal_field, CREATURE, alexsmobs:fly,10,2,3
833, jungle, biomesoplenty:fungal_field, CREATURE, alexsmobs:gorilla,35,7,7
834, jungle, biomesoplenty:fungal_field, CREATURE, alexsmobs:hummingbird,39,7,7
835, jungle, biomesoplenty:fungal_field, CREATURE, alexsmobs:mungus,10,3,5
836, jungle, biomesoplenty:fungal_field, CREATURE, alexsmobs:raccoon,10,2,4
837, jungle, biomesoplenty:fungal_field, CREATURE, minecraft:mooshroom,10,4,8
838, jungle, biomesoplenty:fungal_field, AMBIENT, minecraft:bat,10,8,8
839, savanna, biomesoplenty:wooded_scrubland, MONSTER, alexsmobs:centipede_head,10,1,1
840, savanna, biomesoplenty:wooded_scrubland, MONSTER, lurkermod:lurker,35,1,1
841, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:creeper,50,4,4
842, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:enderman,10,1,4
843, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:skeleton,50,4,4
844, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:slime,50,4,4
845, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:spider,50,4,4
846, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:witch,10,1,1
847, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:zombie,50,4,4
848, savanna, biomesoplenty:wooded_scrubland, MONSTER, minecraft:zombie_villager,10,1,1
849, savanna, biomesoplenty:wooded_scrubland, MONSTER, quark:stoneling,50,1,1
850, savanna, biomesoplenty:wooded_scrubland, MONSTER, quark:toretoise,50,1,1
851, savanna, biomesoplenty:wooded_scrubland, CREATURE, alexsmobs:elephant,30,3,5
852, savanna, biomesoplenty:wooded_scrubland, CREATURE, alexsmobs:fly,10,2,3
853, savanna, biomesoplenty:wooded_scrubland, CREATURE, alexsmobs:gazelle,40,7,7
854, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:donkey,10,1,3
855, savanna, biomesoplenty:wooded_scrubland, CREATURE, minecraft:horse,10,2,6
856, savanna, biomesoplenty:wooded_scrubland, AMBIENT, alexsmobs:cockroach,10,5,5
857, savanna, biomesoplenty:wooded_scrubland, AMBIENT, minecraft:bat,10,8,8
858, taiga, biomesoplenty:meadow_forest, MONSTER, alexsmobs:centipede_head,10,1,1
859, taiga, biomesoplenty:meadow_forest, MONSTER, lurkermod:lurker,35,1,1
860, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:creeper,50,4,4
861, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:enderman,10,1,4
862, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:skeleton,50,4,4
863, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:slime,50,4,4
864, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:spider,50,4,4
865, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:witch,10,1,1
866, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:zombie,50,4,4
867, taiga, biomesoplenty:meadow_forest, MONSTER, minecraft:zombie_villager,10,1,1
868, taiga, biomesoplenty:meadow_forest, MONSTER, quark:stoneling,50,1,1
869, taiga, biomesoplenty:meadow_forest, MONSTER, quark:toretoise,50,1,1
870, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:crow,10,3,5
871, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:fly,10,2,3
872, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:grizzly_bear,10,2,3
873, taiga, biomesoplenty:meadow_forest, CREATURE, alexsmobs:raccoon,10,2,4
874, taiga, biomesoplenty:meadow_forest, CREATURE, minecraft:fox,10,2,4
875, taiga, biomesoplenty:meadow_forest, CREATURE, minecraft:rabbit,10,2,3
876, taiga, biomesoplenty:meadow_forest, AMBIENT, alexsmobs:cockroach,10,5,5
877, taiga, biomesoplenty:meadow_forest, AMBIENT, minecraft:bat,10,8,8
878, forest, environmental:blossom_highlands, MONSTER, alexsmobs:centipede_head,10,1,1
879, forest, environmental:blossom_highlands, MONSTER, lurkermod:lurker,35,1,1
880, forest, environmental:blossom_highlands, MONSTER, minecraft:creeper,50,4,4
881, forest, environmental:blossom_highlands, MONSTER, minecraft:enderman,10,1,4
882, forest, environmental:blossom_highlands, MONSTER, minecraft:skeleton,50,4,4
883, forest, environmental:blossom_highlands, MONSTER, minecraft:slime,50,4,4
884, forest, environmental:blossom_highlands, MONSTER, minecraft:spider,50,4,4
885, forest, environmental:blossom_highlands, MONSTER, minecraft:witch,10,1,1
886, forest, environmental:blossom_highlands, MONSTER, minecraft:zombie,50,4,4
887, forest, environmental:blossom_highlands, MONSTER, minecraft:zombie_villager,10,1,1
888, forest, environmental:blossom_highlands, MONSTER, quark:stoneling,50,1,1
889, forest, environmental:blossom_highlands, MONSTER, quark:toretoise,50,1,1
890, forest, environmental:blossom_highlands, CREATURE, alexsmobs:crow,10,3,5
891, forest, environmental:blossom_highlands, CREATURE, alexsmobs:fly,10,2,3
892, forest, environmental:blossom_highlands, CREATURE, alexsmobs:grizzly_bear,10,2,3
893, forest, environmental:blossom_highlands, CREATURE, alexsmobs:raccoon,10,2,4
894, forest, environmental:blossom_highlands, CREATURE, alexsmobs:sunbird,10,1,1
895, forest, environmental:blossom_highlands, CREATURE, minecraft:chicken,10,4,4
896, forest, environmental:blossom_highlands, CREATURE, minecraft:panda,50,1,2
897, forest, environmental:blossom_highlands, CREATURE, minecraft:pig,10,4,4
898, forest, environmental:blossom_highlands, AMBIENT, alexsmobs:cockroach,10,5,5
899, forest, environmental:blossom_highlands, AMBIENT, minecraft:bat,10,8,8
900, jungle, minecraft:bamboo_jungle_hills, MONSTER, alexsmobs:centipede_head,10,1,1
901, jungle, minecraft:bamboo_jungle_hills, MONSTER, lurkermod:lurker,35,1,1
902, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:creeper,50,4,4
903, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:enderman,10,1,4
904, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:ocelot,10,1,1
905, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:skeleton,50,4,4
906, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:slime,50,4,4
907, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:spider,50,4,4
908, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:witch,10,1,1
909, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:zombie,50,4,4
910, jungle, minecraft:bamboo_jungle_hills, MONSTER, minecraft:zombie_villager,10,1,1
911, jungle, minecraft:bamboo_jungle_hills, MONSTER, quark:stoneling,50,1,1
912, jungle, minecraft:bamboo_jungle_hills, MONSTER, quark:toretoise,50,1,1
913, jungle, minecraft:bamboo_jungle_hills, CREATURE, alexsmobs:fly,10,2,3
914, jungle, minecraft:bamboo_jungle_hills, CREATURE, alexsmobs:hummingbird,39,7,7
915, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:panda,50,1,2
916, jungle, minecraft:bamboo_jungle_hills, CREATURE, minecraft:parrot,10,1,1
917, jungle, minecraft:bamboo_jungle_hills, AMBIENT, alexsmobs:cockroach,10,5,5
918, jungle, minecraft:bamboo_jungle_hills, AMBIENT, minecraft:bat,10,8,8
919, forest, environmental:blossom_hills, MONSTER, alexsmobs:centipede_head,10,1,1
920, forest, environmental:blossom_hills, MONSTER, lurkermod:lurker,35,1,1
921, forest, environmental:blossom_hills, MONSTER, minecraft:creeper,50,4,4
922, forest, environmental:blossom_hills, MONSTER, minecraft:enderman,10,1,4
923, forest, environmental:blossom_hills, MONSTER, minecraft:skeleton,50,4,4
924, forest, environmental:blossom_hills, MONSTER, minecraft:slime,50,4,4
925, forest, environmental:blossom_hills, MONSTER, minecraft:spider,50,4,4
926, forest, environmental:blossom_hills, MONSTER, minecraft:witch,10,1,1
927, forest, environmental:blossom_hills, MONSTER, minecraft:zombie,50,4,4
928, forest, environmental:blossom_hills, MONSTER, minecraft:zombie_villager,10,1,1
929, forest, environmental:blossom_hills, MONSTER, quark:stoneling,50,1,1
930, forest, environmental:blossom_hills, MONSTER, quark:toretoise,50,1,1
931, forest, environmental:blossom_hills, CREATURE, alexsmobs:crow,10,3,5
932, forest, environmental:blossom_hills, CREATURE, alexsmobs:fly,10,2,3
933, forest, environmental:blossom_hills, CREATURE, alexsmobs:grizzly_bear,10,2,3
934, forest, environmental:blossom_hills, CREATURE, alexsmobs:raccoon,10,2,4
935, forest, environmental:blossom_hills, CREATURE, minecraft:chicken,10,4,4
936, forest, environmental:blossom_hills, CREATURE, minecraft:panda,50,1,2
937, forest, environmental:blossom_hills, CREATURE, minecraft:pig,10,4,4
938, forest, environmental:blossom_hills, AMBIENT, alexsmobs:cockroach,10,5,5
939, forest, environmental:blossom_hills, AMBIENT, minecraft:bat,10,8,8
940, forest, biomesoplenty:grove_lakes, MONSTER, alexsmobs:centipede_head,10,1,1
941, forest, biomesoplenty:grove_lakes, MONSTER, lurkermod:lurker,35,1,1
942, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:creeper,50,4,4
943, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:enderman,10,1,4
944, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:skeleton,50,4,4
945, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:slime,50,4,4
946, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:spider,50,4,4
947, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:witch,10,1,1
948, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:zombie,50,4,4
949, forest, biomesoplenty:grove_lakes, MONSTER, minecraft:zombie_villager,10,1,1
950, forest, biomesoplenty:grove_lakes, MONSTER, quark:stoneling,50,1,1
951, forest, biomesoplenty:grove_lakes, MONSTER, quark:toretoise,50,1,1
952, forest, biomesoplenty:grove_lakes, CREATURE, alexsmobs:fly,10,2,3
953, forest, biomesoplenty:grove_lakes, CREATURE, alexsmobs:grizzly_bear,10,2,3
954, forest, biomesoplenty:grove_lakes, AMBIENT, alexsmobs:cockroach,10,5,5
955, forest, biomesoplenty:grove_lakes, AMBIENT, minecraft:bat,10,8,8
956, forest, biomesoplenty:grove_lakes, AMBIENT, supplementaries:firefly,10,5,9
957, forest, environmental:blossom_valleys, MONSTER, alexsmobs:centipede_head,10,1,1
958, forest, environmental:blossom_valleys, MONSTER, lurkermod:lurker,35,1,1
959, forest, environmental:blossom_valleys, MONSTER, minecraft:creeper,50,4,4
960, forest, environmental:blossom_valleys, MONSTER, minecraft:enderman,10,1,4
961, forest, environmental:blossom_valleys, MONSTER, minecraft:skeleton,50,4,4
962, forest, environmental:blossom_valleys, MONSTER, minecraft:slime,50,4,4
963, forest, environmental:blossom_valleys, MONSTER, minecraft:spider,50,4,4
964, forest, environmental:blossom_valleys, MONSTER, minecraft:witch,10,1,1
965, forest, environmental:blossom_valleys, MONSTER, minecraft:zombie,50,4,4
966, forest, environmental:blossom_valleys, MONSTER, minecraft:zombie_villager,10,1,1
967, forest, environmental:blossom_valleys, MONSTER, quark:stoneling,50,1,1
968, forest, environmental:blossom_valleys, MONSTER, quark:toretoise,50,1,1
969, forest, environmental:blossom_valleys, CREATURE, alexsmobs:crow,10,3,5
970, forest, environmental:blossom_valleys, CREATURE, alexsmobs:fly,10,2,3
971, forest, environmental:blossom_valleys, CREATURE, alexsmobs:grizzly_bear,10,2,3
972, forest, environmental:blossom_valleys, CREATURE, alexsmobs:raccoon,10,2,4
973, forest, environmental:blossom_valleys, CREATURE, minecraft:chicken,10,4,4
974, forest, environmental:blossom_valleys, CREATURE, minecraft:panda,50,1,2
975, forest, environmental:blossom_valleys, CREATURE, minecraft:pig,10,4,4
976, forest, environmental:blossom_valleys, AMBIENT, alexsmobs:cockroach,10,5,5
977, forest, environmental:blossom_valleys, AMBIENT, minecraft:bat,10,8,8
978, jungle, minecraft:jungle_hills, MONSTER, alexsmobs:centipede_head,10,1,1
979, jungle, minecraft:jungle_hills, MONSTER, lurkermod:lurker,35,1,1
980, jungle, minecraft:jungle_hills, MONSTER, minecraft:creeper,50,4,4
981, jungle, minecraft:jungle_hills, MONSTER, minecraft:enderman,10,1,4
982, jungle, minecraft:jungle_hills, MONSTER, minecraft:ocelot,10,1,1
983, jungle, minecraft:jungle_hills, MONSTER, minecraft:skeleton,50,4,4
984, jungle, minecraft:jungle_hills, MONSTER, minecraft:slime,50,4,4
985, jungle, minecraft:jungle_hills, MONSTER, minecraft:spider,50,4,4
986, jungle, minecraft:jungle_hills, MONSTER, minecraft:witch,10,1,1
987, jungle, minecraft:jungle_hills, MONSTER, minecraft:zombie,50,4,4
988, jungle, minecraft:jungle_hills, MONSTER, minecraft:zombie_villager,10,1,1
989, jungle, minecraft:jungle_hills, MONSTER, quark:stoneling,50,1,1
990, jungle, minecraft:jungle_hills, MONSTER, quark:toretoise,50,1,1
991, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:capuchin_monkey,55,9,12
992, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:fly,10,2,3
993, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:gorilla,35,7,7
994, jungle, minecraft:jungle_hills, CREATURE, alexsmobs:hummingbird,39,7,7
995, jungle, minecraft:jungle_hills, CREATURE, minecraft:panda,10,1,2
996, jungle, minecraft:jungle_hills, CREATURE, minecraft:parrot,10,1,1
997, jungle, minecraft:jungle_hills, AMBIENT, alexsmobs:cockroach,10,5,5
998, jungle, minecraft:jungle_hills, AMBIENT, minecraft:bat,10,8,8
999, the_end, betterendforge:glowing_grasslands, MONSTER, lurkermod:lurker,10,1,1
1000, the_end, betterendforge:glowing_grasslands, MONSTER, minecraft:enderman,35,1,2
1001, the_end, betterendforge:glowing_grasslands, MONSTER, outer_end:purpur_golem,10,1,1
1002, icy, minecraft:snowy_tundra, MONSTER, alexsmobs:centipede_head,10,1,1
1003, icy, minecraft:snowy_tundra, MONSTER, lurkermod:lurker,35,1,1
1004, icy, minecraft:snowy_tundra, MONSTER, minecraft:creeper,50,4,4
1005, icy, minecraft:snowy_tundra, MONSTER, minecraft:enderman,10,1,4
1006, icy, minecraft:snowy_tundra, MONSTER, minecraft:skeleton,20,4,4
1007, icy, minecraft:snowy_tundra, MONSTER, minecraft:slime,50,4,4
1008, icy, minecraft:snowy_tundra, MONSTER, minecraft:spider,50,4,4
1009, icy, minecraft:snowy_tundra, MONSTER, minecraft:stray,50,4,4
1010, icy, minecraft:snowy_tundra, MONSTER, minecraft:witch,10,1,1
1011, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie,50,4,4
1012, icy, minecraft:snowy_tundra, MONSTER, minecraft:zombie_villager,10,1,1
1013, icy, minecraft:snowy_tundra, MONSTER, quark:stoneling,50,1,1
1014, icy, minecraft:snowy_tundra, MONSTER, quark:toretoise,50,1,1
1015, icy, minecraft:snowy_tundra, MONSTER, savageandravage:iceologer,10,1,1
1016, icy, minecraft:snowy_tundra, MONSTER, cnb:yeti,1,1,1
1017, icy, minecraft:snowy_tundra, CREATURE, alexsmobs:fly,10,2,3
1018, icy, minecraft:snowy_tundra, CREATURE, alexsmobs:moose,15,3,4
1019, icy, minecraft:snowy_tundra, CREATURE, minecraft:polar_bear,10,1,2
1020, icy, minecraft:snowy_tundra, CREATURE, minecraft:rabbit,10,2,3
1021, icy, minecraft:snowy_tundra, AMBIENT, alexsmobs:cockroach,10,5,5
1022, icy, minecraft:snowy_tundra, AMBIENT, minecraft:bat,10,8,8
1023, the_end, outer_end:azure_forest, MONSTER, lurkermod:lurker,10,1,1
1024, the_end, outer_end:azure_forest, MONSTER, minecraft:enderman,10,1,3
1025, the_end, outer_end:azure_forest, MONSTER, outer_end:purpur_golem,10,1,1
1026, the_end, outer_end:azure_forest, CREATURE, outer_end:spectrafly,10,1,3
1027, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:creeper,50,4,4
1028, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:drowned,10,1,1
1029, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:enderman,10,1,4
1030, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:skeleton,50,4,4
1031, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:slime,50,4,4
1032, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:spider,50,4,4
1033, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:witch,10,1,1
1034, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie,50,4,4
1035, ocean, minecraft:lukewarm_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1036, ocean, minecraft:lukewarm_ocean, MONSTER, quark:stoneling,50,1,1
1037, ocean, minecraft:lukewarm_ocean, MONSTER, quark:toretoise,50,1,1
1038, ocean, minecraft:lukewarm_ocean, AMBIENT, minecraft:bat,10,8,8
1039, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:dolphin,10,1,2
1040, ocean, minecraft:lukewarm_ocean, WATER_CREATURE, minecraft:squid,10,1,2
1041, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:cod,15,3,6
1042, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish,10,1,3
1043, ocean, minecraft:lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish,25,8,8
1044, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper,50,4,4
1045, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned,10,1,1
1046, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman,10,1,4
1047, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton,50,4,4
1048, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime,50,4,4
1049, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider,50,4,4
1050, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch,10,1,1
1051, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie,50,4,4
1052, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager,10,1,1
1053, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling,50,1,1
1054, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise,50,1,1
1055, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat,10,8,8
1056, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca,10,3,4
1057, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid,10,1,4
1058, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod,15,3,6
1059, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1060, plains, biomesoplenty:lavender_field, MONSTER, alexsmobs:centipede_head,10,1,1
1061, plains, biomesoplenty:lavender_field, MONSTER, lurkermod:lurker,35,1,1
1062, plains, biomesoplenty:lavender_field, MONSTER, minecraft:creeper,50,4,4
1063, plains, biomesoplenty:lavender_field, MONSTER, minecraft:enderman,10,1,4
1064, plains, biomesoplenty:lavender_field, MONSTER, minecraft:skeleton,50,4,4
1065, plains, biomesoplenty:lavender_field, MONSTER, minecraft:slime,50,4,4
1066, plains, biomesoplenty:lavender_field, MONSTER, minecraft:spider,50,4,4
1067, plains, biomesoplenty:lavender_field, MONSTER, minecraft:witch,10,1,1
1068, plains, biomesoplenty:lavender_field, MONSTER, minecraft:zombie,50,4,4
1069, plains, biomesoplenty:lavender_field, MONSTER, minecraft:zombie_villager,10,1,1
